@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_MAG_V numeric
@attribute F5_PeakToPeak_on_ACC_X numeric
@attribute F6_PeakToPeak_on_ACC_Y numeric
@attribute F7_PeakToPeak_on_ACC_Z numeric
@attribute F8_PeakToPeak_on_MAG_V numeric
@attribute F9_MIN_on_ACC_X numeric
@attribute F10_MIN_on_ACC_Y numeric
@attribute F11_MIN_on_ACC_Z numeric
@attribute F12_MIN_on_MAG_V numeric
@attribute F13_MAX_on_ACC_X numeric
@attribute F14_MAX_on_ACC_Y numeric
@attribute F15_MAX_on_ACC_Z numeric
@attribute F16_MAX_on_MAG_V numeric
@attribute class {down_horizontally, down_vertically, up_horizontally, up_vertically}

@data
-0.123169, 0.13208, 1.03125, 0, 0, 0, 0, 0, -0.122986, 0.131958, 1.0293, 0, -0.122986, 0.131958, 1.0293, 0, down_horizontally
-0.112915, 0.169922, 1.02441, 0, 0.0339966, 0.125854, 0.0244141, 0, -0.122986, 0.131958, 1.00488, 0, -0.0889893, 0.257813, 1.0293, 0, down_horizontally
-0.0891113, 0.258057, 1.00684, 0, 0, 0, 0, 0, -0.0889893, 0.257813, 1.00488, 0, -0.0889893, 0.257813, 1.00488, 0, down_horizontally
-0.0891113, 0.258057, 1.00684, 0, 0, 0, 0, 0, -0.0889893, 0.257813, 1.00488, 0, -0.0889893, 0.257813, 1.00488, 0, down_horizontally
-0.0825806, 0.26416, 1.00781, 0, 0.0650024, 0.0610352, 0.0185547, 0, -0.0889893, 0.257813, 1.00488, 0, -0.0239868, 0.318848, 1.02344, 0, down_horizontally
-0.0240326, 0.319336, 1.02441, 0, 0, 0, 0, 0, -0.0239868, 0.318848, 1.02344, 0, -0.0239868, 0.318848, 1.02344, 0, down_horizontally
-0.0240326, 0.319336, 1.02441, 0, 0, 0, 0, 0, -0.0239868, 0.318848, 1.02344, 0, -0.0239868, 0.318848, 1.02344, 0, down_horizontally
-0.0240326, 0.319336, 1.02441, 0, 0, 0, 0, 0, -0.0239868, 0.318848, 1.02344, 0, -0.0239868, 0.318848, 1.02344, 0, down_horizontally
-0.00780869, 0.319336, 1.07129, 0, 0.0179901, 0, 0.0507813, 0, -0.0239868, 0.318848, 1.02344, 0, -0.0059967, 0.318848, 1.07422, 0, down_horizontally
-0.00600815, 0.319336, 1.07617, 0, 0, 0, 0, 0, -0.0059967, 0.318848, 1.07422, 0, -0.0059967, 0.318848, 1.07422, 0, down_horizontally
-0.00600815, 0.319336, 1.07617, 0, 0, 0, 0, 0, -0.0059967, 0.318848, 1.07422, 0, -0.0059967, 0.318848, 1.07422, 0, down_horizontally
-0.0719604, 0.300781, 1.07324, 0, 0.0939941, 0.0268555, 0.00390625, 0, -0.0999756, 0.291992, 1.07031, 0, -0.0059967, 0.318848, 1.07422, 0, down_horizontally
-0.10022, 0.292725, 1.07129, 0, 0, 0, 0, 0, -0.0999756, 0.291992, 1.07031, 0, -0.0999756, 0.291992, 1.07031, 0, down_horizontally
-0.10022, 0.292725, 1.07129, 0, 0, 0, 0, 0, -0.0999756, 0.291992, 1.07031, 0, -0.0999756, 0.291992, 1.07031, 0, down_horizontally
-0.118774, 0.250732, 1.03809, 0, 0.0369873, 0.0830078, 0.0673828, 0, -0.136963, 0.208984, 1.00293, 0, -0.0999756, 0.291992, 1.07031, 0, down_horizontally
-0.137085, 0.209229, 1.00391, 0, 0, 0, 0, 0, -0.136963, 0.208984, 1.00293, 0, -0.136963, 0.208984, 1.00293, 0, down_horizontally
-0.137085, 0.209229, 1.00391, 0, 0, 0, 0, 0, -0.136963, 0.208984, 1.00293, 0, -0.136963, 0.208984, 1.00293, 0, down_horizontally
-0.113953, 0.17688, 0.99707, 0, 0.0769653, 0.106995, 0.0253906, 0, -0.136963, 0.10199, 0.977539, 0, -0.0599976, 0.208984, 1.00293, 0, down_horizontally
-0.0601196, 0.102173, 0.978516, 0, 0, 0, 0, 0, -0.0599976, 0.10199, 0.977539, 0, -0.0599976, 0.10199, 0.977539, 0, down_horizontally
-0.0601196, 0.102173, 0.978516, 0, 0, 0, 0, 0, -0.0599976, 0.10199, 0.977539, 0, -0.0599976, 0.10199, 0.977539, 0, down_horizontally
-0.0653687, 0.0673828, 0.990723, 0, 0.0529785, 0.347168, 0.126953, 0, -0.112976, -0.244995, 0.977539, 0, -0.0599976, 0.10199, 1.10449, 0, down_horizontally
-0.113098, -0.245361, 1.10547, 0, 0, 0, 0, 0, -0.112976, -0.244995, 1.10449, 0, -0.112976, -0.244995, 1.10449, 0, down_horizontally
-0.113098, -0.245361, 1.10547, 0, 0, 0, 0, 0, -0.112976, -0.244995, 1.10449, 0, -0.112976, -0.244995, 1.10449, 0, down_horizontally
-0.113098, -0.245361, 1.10547, 0, 0, 0, 0, 0, -0.112976, -0.244995, 1.10449, 0, -0.112976, -0.244995, 1.10449, 0, down_horizontally
-0.113098, -0.358887, 1.04688, 0, 0, 0.125854, 0.0664063, 0, -0.112976, -0.37085, 1.03809, 0, -0.112976, -0.244995, 1.10449, 0, down_horizontally
-0.113098, -0.371338, 1.04004, 0, 0, 0, 0, 0, -0.112976, -0.37085, 1.03809, 0, -0.112976, -0.37085, 1.03809, 0, down_horizontally
-0.113098, -0.371338, 1.04004, 0, 0, 0, 0, 0, -0.112976, -0.37085, 1.03809, 0, -0.112976, -0.37085, 1.03809, 0, down_horizontally
-0.0865479, -0.481445, 0.982422, 0, 0.0380249, 0.156982, 0.0825195, 0, -0.112976, -0.527832, 0.955566, 0, -0.0749512, -0.37085, 1.03809, 0, down_horizontally
-0.0751343, -0.52832, 0.957031, 0, 0, 0, 0, 0, -0.0749512, -0.527832, 0.955566, 0, -0.0749512, -0.527832, 0.955566, 0, down_horizontally
-0.0751343, -0.52832, 0.957031, 0, 0, 0, 0, 0, -0.0749512, -0.527832, 0.955566, 0, -0.0749512, -0.527832, 0.955566, 0, down_horizontally
-0.0840454, -0.528809, 0.958008, 0, 0.0180054, 0.000976563, 0.00195313, 0, -0.0929565, -0.528809, 0.955566, 0, -0.0749512, -0.527832, 0.95752, 0, down_horizontally
-0.0930176, -0.529297, 0.958984, 0, 0, 0, 0, 0, -0.0929565, -0.528809, 0.95752, 0, -0.0929565, -0.528809, 0.95752, 0, down_horizontally
-0.0930176, -0.529297, 0.958984, 0, 0, 0, 0, 0, -0.0929565, -0.528809, 0.95752, 0, -0.0929565, -0.528809, 0.95752, 0, down_horizontally
-0.0943604, -0.502441, 0.954102, 0, 0.00402832, 0.0898438, 0.015625, 0, -0.0969849, -0.528809, 0.941895, 0, -0.0929565, -0.438965, 0.95752, 0, down_horizontally
-0.097168, -0.439941, 0.942871, 0, 0, 0, 0, 0, -0.0969849, -0.438965, 0.941895, 0, -0.0969849, -0.438965, 0.941895, 0, down_horizontally
-0.097168, -0.439941, 0.942871, 0, 0, 0, 0, 0, -0.0969849, -0.438965, 0.941895, 0, -0.0969849, -0.438965, 0.941895, 0, down_horizontally
-0.102844, -0.436279, 0.946289, 0, 0.0569458, 0.0361328, 0.0366211, 0, -0.153931, -0.438965, 0.941895, 0, -0.0969849, -0.402832, 0.978516, 0, down_horizontally
-0.154297, -0.403076, 0.980469, 0, 0, 0, 0, 0, -0.153931, -0.402832, 0.978516, 0, -0.153931, -0.402832, 0.978516, 0, down_horizontally
-0.154297, -0.403076, 0.980469, 0, 0, 0, 0, 0, -0.153931, -0.402832, 0.978516, 0, -0.153931, -0.402832, 0.978516, 0, down_horizontally
-0.154297, -0.403076, 0.980469, 0, 0, 0, 0, 0, -0.153931, -0.402832, 0.978516, 0, -0.153931, -0.402832, 0.978516, 0, down_horizontally
-0.0162811, -0.290039, 1.03125, 0, 0.152954, 0.125977, 0.0566406, 0, -0.153931, -0.402832, 0.978516, 0, -0.000999451, -0.276855, 1.03516, 0, down_horizontally
-0.0010004, -0.277344, 1.03711, 0, 0, 0, 0, 0, -0.000999451, -0.276855, 1.03516, 0, -0.000999451, -0.276855, 1.03516, 0, down_horizontally
-0.0010004, -0.277344, 1.03711, 0, 0, 0, 0, 0, -0.000999451, -0.276855, 1.03516, 0, -0.000999451, -0.276855, 1.03516, 0, down_horizontally
-0.0921021, -0.207031, 1.07227, 0, 0.130005, 0.0999756, 0.0488281, 0, -0.130981, -0.276855, 1.03516, 0, -0.000999451, -0.17688, 1.08398, 0, down_horizontally
-0.131104, -0.177002, 1.08594, 0, 0, 0, 0, 0, -0.130981, -0.17688, 1.08398, 0, -0.130981, -0.17688, 1.08398, 0, down_horizontally
-0.131104, -0.177002, 1.08594, 0, 0, 0, 0, 0, -0.130981, -0.17688, 1.08398, 0, -0.130981, -0.17688, 1.08398, 0, down_horizontally
-0.131592, -0.0836182, 1.05664, 0, 0.000976563, 0.18689, 0.0585938, 0, -0.131958, -0.17688, 1.02539, 0, -0.130981, 0.00999451, 1.08398, 0, down_horizontally
-0.13208, 0.0100098, 1.02637, 0, 0, 0, 0, 0, -0.131958, 0.00999451, 1.02539, 0, -0.131958, 0.00999451, 1.02539, 0, down_horizontally
-0.13208, 0.0100098, 1.02637, 0, 0, 0, 0, 0, -0.131958, 0.00999451, 1.02539, 0, -0.131958, 0.00999451, 1.02539, 0, down_horizontally
-0.140015, 0.0544434, 1.02637, 0, 0.026001, 0.147949, 0, 0, -0.157959, 0.00999451, 1.02539, 0, -0.131958, 0.157959, 1.02539, 0, down_horizontally
-0.158203, 0.158203, 1.02637, 0, 0, 0, 0, 0, -0.157959, 0.157959, 1.02539, 0, -0.157959, 0.157959, 1.02539, 0, down_horizontally
-0.158203, 0.158203, 1.02637, 0, 0, 0, 0, 0, -0.157959, 0.157959, 1.02539, 0, -0.157959, 0.157959, 1.02539, 0, down_horizontally
-0.144043, 0.172485, 1.02637, 0, 0.141968, 0.142822, 0.00488281, 0, -0.157959, 0.157959, 1.02051, 0, -0.0159912, 0.300781, 1.02539, 0, down_horizontally
-0.0160065, 0.301025, 1.02246, 0, 0, 0, 0, 0, -0.0159912, 0.300781, 1.02051, 0, -0.0159912, 0.300781, 1.02051, 0, down_horizontally
-0.0160065, 0.301025, 1.02246, 0, 0, 0, 0, 0, -0.0159912, 0.300781, 1.02051, 0, -0.0159912, 0.300781, 1.02051, 0, down_horizontally
-0.0160065, 0.301025, 1.02246, 0, 0, 0, 0, 0, -0.0159912, 0.300781, 1.02051, 0, -0.0159912, 0.300781, 1.02051, 0, down_horizontally
0.00380325, 0.331055, 1.04297, 0, 0.0219879, 0.0332031, 0.0224609, 0, -0.0159912, 0.300781, 1.02051, 0, 0.0059967, 0.333984, 1.04297, 0, down_horizontally
0.00600815, 0.334229, 1.04492, 0, 0, 0, 0, 0, 0.0059967, 0.333984, 1.04297, 0, 0.0059967, 0.333984, 1.04297, 0, down_horizontally
0.00600815, 0.334229, 1.04492, 0, 0, 0, 0, 0, 0.0059967, 0.333984, 1.04297, 0, 0.0059967, 0.333984, 1.04297, 0, down_horizontally
-0.0171204, 0.338135, 1.03613, 0, 0.0329895, 0.00488281, 0.0126953, 0, -0.0269928, 0.333984, 1.03027, 0, 0.0059967, 0.338867, 1.04297, 0, down_horizontally
-0.0270233, 0.3396, 1.03223, 0, 0, 0, 0, 0, -0.0269928, 0.338867, 1.03027, 0, -0.0269928, 0.338867, 1.03027, 0, down_horizontally
-0.0270233, 0.3396, 1.03223, 0, 0, 0, 0, 0, -0.0269928, 0.338867, 1.03027, 0, -0.0269928, 0.338867, 1.03027, 0, down_horizontally
-0.074646, 0.286133, 1.0752, 0, 0.0949707, 0.106934, 0.0849609, 0, -0.121948, 0.231934, 1.03027, 0, -0.0269928, 0.338867, 1.11523, 0, down_horizontally
-0.122192, 0.232422, 1.11719, 0, 0, 0, 0, 0, -0.121948, 0.231934, 1.11523, 0, -0.121948, 0.231934, 1.11523, 0, down_horizontally
-0.122192, 0.232422, 1.11719, 0, 0, 0, 0, 0, -0.121948, 0.231934, 1.11523, 0, -0.121948, 0.231934, 1.11523, 0, down_horizontally
-0.133911, 0.172363, 1.10156, 0, 0.0389404, 0.199951, 0.0566406, 0, -0.160889, 0.0319824, 1.05859, 0, -0.121948, 0.231934, 1.11523, 0, down_horizontally
-0.161133, 0.0320129, 1.06055, 0, 0, 0, 0, 0, -0.160889, 0.0319824, 1.05859, 0, -0.160889, 0.0319824, 1.05859, 0, down_horizontally
-0.161133, 0.0320129, 1.06055, 0, 0, 0, 0, 0, -0.160889, 0.0319824, 1.05859, 0, -0.160889, 0.0319824, 1.05859, 0, down_horizontally
-0.161011, 0.0082016, 1.05469, 0, 0.00195313, 0.237915, 0.0498047, 0, -0.160889, -0.205933, 1.00879, 0, -0.158936, 0.0319824, 1.05859, 0, down_horizontally
-0.15918, -0.206299, 1.00977, 0, 0, 0, 0, 0, -0.158936, -0.205933, 1.00879, 0, -0.158936, -0.205933, 1.00879, 0, down_horizontally
-0.052887, 0.102356, 0.848633, 0, 0.0479736, 0.0929565, 0.770996, 0, -0.0479736, 0, 0, 0, 0, 0.0929565, 0.770996, 0, down_vertically
0.013504, 0.093689, 0.743652, 0, 0.122925, 0.0010376, 0.0581055, 0, -0.0479736, 0.0929565, 0.712891, 0, 0.0749512, 0.0939941, 0.770996, 0, down_vertically
0.0751343, 0.0941772, 0.714355, 0, 0, 0, 0, 0, 0.0749512, 0.0939941, 0.712891, 0, 0.0749512, 0.0939941, 0.712891, 0, down_vertically
0.0751343, 0.0941772, 0.714355, 0, 0, 0, 0, 0, 0.0749512, 0.0939941, 0.712891, 0, 0.0749512, 0.0939941, 0.712891, 0, down_vertically
0.0774536, 0.0286407, 0.567871, 0, 0.00799561, 0.218018, 0.485107, 0, 0.0749512, -0.123962, 0.227905, 0, 0.0829468, 0.0939941, 0.712891, 0, down_vertically
0.0830688, -0.124146, 0.228149, 0, 0, 0, 0, 0, 0.0829468, -0.123962, 0.227905, 0, 0.0829468, -0.123962, 0.227905, 0, down_vertically
0.0830688, -0.124146, 0.228149, 0, 0, 0, 0, 0, 0.0829468, -0.123962, 0.227905, 0, 0.0829468, -0.123962, 0.227905, 0, down_vertically
0.0877075, -0.12793, 0.225952, 0, 0.0459595, 0.0380249, 0.0200195, 0, 0.0829468, -0.161987, 0.207886, 0, 0.128906, -0.123962, 0.227905, 0, down_vertically
0.129028, -0.162231, 0.208252, 0, 0, 0, 0, 0, 0.128906, -0.161987, 0.207886, 0, 0.128906, -0.161987, 0.207886, 0, down_vertically
0.129028, -0.162231, 0.208252, 0, 0, 0, 0, 0, 0.128906, -0.161987, 0.207886, 0, 0.128906, -0.161987, 0.207886, 0, down_vertically
0.129028, -0.162231, 0.208252, 0, 0, 0, 0, 0, 0.128906, -0.161987, 0.207886, 0, 0.128906, -0.161987, 0.207886, 0, down_vertically
0.086792, -0.0450439, 0.478516, 0, 0.046936, 0.130005, 0.300049, 0, 0.0819702, -0.161987, 0.207886, 0, 0.128906, -0.0319824, 0.507813, 0, down_vertically
0.0820923, -0.0320129, 0.508301, 0, 0, 0, 0, 0, 0.0819702, -0.0319824, 0.507813, 0, 0.0819702, -0.0319824, 0.507813, 0, down_vertically
0.0820923, -0.0320129, 0.508301, 0, 0, 0, 0, 0, 0.0819702, -0.0319824, 0.507813, 0, 0.0819702, -0.0319824, 0.507813, 0, down_vertically
-0.00129509, 0.0352173, 0.719238, 0, 0.118958, 0.0959473, 0.300781, 0, -0.0369873, -0.0319824, 0.507813, 0, 0.0819702, 0.0639648, 0.808594, 0, down_vertically
-0.0370789, 0.0640259, 0.80957, 0, 0, 0, 0, 0, -0.0369873, 0.0639648, 0.808594, 0, -0.0369873, 0.0639648, 0.808594, 0, down_vertically
-0.0370789, 0.0640259, 0.80957, 0, 0, 0, 0, 0, -0.0369873, 0.0639648, 0.808594, 0, -0.0369873, 0.0639648, 0.808594, 0, down_vertically
-0.0450439, 0.114685, 0.926758, 0, 0.0159912, 0.100952, 0.233398, 0, -0.0529785, 0.0639648, 0.808594, 0, -0.0369873, 0.164917, 1.04199, 0, down_vertically
-0.0530396, 0.165161, 1.04297, 0, 0, 0, 0, 0, -0.0529785, 0.164917, 1.04199, 0, -0.0529785, 0.164917, 1.04199, 0, down_vertically
-0.0530396, 0.165161, 1.04297, 0, 0, 0, 0, 0, -0.0529785, 0.164917, 1.04199, 0, -0.0529785, 0.164917, 1.04199, 0, down_vertically
-0.0281067, 0.19043, 1.10449, 0, 0.0830078, 0.0839844, 0.200195, 0, -0.0529785, 0.164917, 1.04199, 0, 0.0299988, 0.248901, 1.24219, 0, down_vertically
0.0300598, 0.249268, 1.24316, 0, 0, 0, 0, 0, 0.0299988, 0.248901, 1.24219, 0, 0.0299988, 0.248901, 1.24219, 0, down_vertically
0.0300598, 0.249268, 1.24316, 0, 0, 0, 0, 0, 0.0299988, 0.248901, 1.24219, 0, 0.0299988, 0.248901, 1.24219, 0, down_vertically
0.0161591, 0.251953, 1.23535, 0, 0.139038, 0.026001, 0.078125, 0, -0.108948, 0.248901, 1.16406, 0, 0.0299988, 0.274902, 1.24219, 0, down_vertically
-0.10907, 0.275391, 1.16504, 0, 0, 0, 0, 0, -0.108948, 0.274902, 1.16406, 0, -0.108948, 0.274902, 1.16406, 0, down_vertically
-0.10907, 0.275391, 1.16504, 0, 0, 0, 0, 0, -0.108948, 0.274902, 1.16406, 0, -0.108948, 0.274902, 1.16406, 0, down_vertically
-0.10907, 0.275391, 1.16504, 0, 0, 0, 0, 0, -0.108948, 0.274902, 1.16406, 0, -0.108948, 0.274902, 1.16406, 0, down_vertically
-0.0614014, 0.187866, 1.48145, 0, 0.052948, 0.0969238, 0.349609, 0, -0.108948, 0.177979, 1.16406, 0, -0.0559998, 0.274902, 1.51367, 0, down_vertically
-0.0560608, 0.178223, 1.51758, 0, 0, 0, 0, 0, -0.0559998, 0.177979, 1.51367, 0, -0.0559998, 0.177979, 1.51367, 0, down_vertically
-0.0560608, 0.178223, 1.51758, 0, 0, 0, 0, 0, -0.0559998, 0.177979, 1.51367, 0, -0.0559998, 0.177979, 1.51367, 0, down_vertically
-0.191284, 0.0472107, 1.37988, 0, 0.192871, 0.187012, 0.192383, 0, -0.248901, -0.00899506, 1.32129, 0, -0.0559998, 0.177979, 1.51367, 0, down_vertically
-0.249268, -0.00900269, 1.32227, 0, 0, 0, 0, 0, -0.248901, -0.00899506, 1.32129, 0, -0.248901, -0.00899506, 1.32129, 0, down_vertically
-0.249268, -0.00900269, 1.32227, 0, 0, 0, 0, 0, -0.248901, -0.00899506, 1.32129, 0, -0.248901, -0.00899506, 1.32129, 0, down_vertically
-0.174438, 0.0730591, 1.45898, 0, 0.148926, 0.16394, 0.270508, 0, -0.248901, -0.00899506, 1.32129, 0, -0.0999756, 0.154907, 1.5918, 0, down_vertically
-0.10022, 0.155273, 1.5957, 0, 0, 0, 0, 0, -0.0999756, 0.154907, 1.5918, 0, -0.0999756, 0.154907, 1.5918, 0, down_vertically
-0.10022, 0.155273, 1.5957, 0, 0, 0, 0, 0, -0.0999756, 0.154907, 1.5918, 0, -0.0999756, 0.154907, 1.5918, 0, down_vertically
-0.0598755, 0.167236, 1.53711, 0, 0.134033, 0.0400391, 0.192383, 0, -0.0999756, 0.154907, 1.39941, 0, 0.0339966, 0.194946, 1.5918, 0, down_vertically
0.0340271, 0.195313, 1.40039, 0, 0, 0, 0, 0, 0.0339966, 0.194946, 1.39941, 0, 0.0339966, 0.194946, 1.39941, 0, down_vertically
0.0340271, 0.195313, 1.40039, 0, 0, 0, 0, 0, 0.0339966, 0.194946, 1.39941, 0, 0.0339966, 0.194946, 1.39941, 0, down_vertically
0.0296478, 0.193237, 1.37207, 0, 0.0440063, 0.0200195, 0.285156, 0, -0.00999451, 0.174927, 1.11426, 0, 0.0339966, 0.194946, 1.39941, 0, down_vertically
-0.0100098, 0.175049, 1.11621, 0, 0, 0, 0, 0, -0.00999451, 0.174927, 1.11426, 0, -0.00999451, 0.174927, 1.11426, 0, down_vertically
-0.0100098, 0.175049, 1.11621, 0, 0, 0, 0, 0, -0.00999451, 0.174927, 1.11426, 0, -0.00999451, 0.174927, 1.11426, 0, down_vertically
-0.0100098, 0.175049, 1.11621, 0, 0, 0, 0, 0, -0.00999451, 0.174927, 1.11426, 0, -0.00999451, 0.174927, 1.11426, 0, down_vertically
-0.113708, 0.109497, 1.03125, 0, 0.11499, 0.072937, 0.0947266, 0, -0.125, 0.10199, 1.01953, 0, -0.00999451, 0.174927, 1.11426, 0, down_vertically
-0.125122, 0.102173, 1.02148, 0, 0, 0, 0, 0, -0.125, 0.10199, 1.01953, 0, -0.125, 0.10199, 1.01953, 0, down_vertically
-0.125122, 0.102173, 1.02148, 0, 0, 0, 0, 0, -0.125, 0.10199, 1.01953, 0, -0.125, 0.10199, 1.01953, 0, down_vertically
-0.0844116, 0.0846558, 0.821289, 0, 0.0580444, 0.0250244, 0.284668, 0, -0.125, 0.0769653, 0.734863, 0, -0.0669556, 0.10199, 1.01953, 0, down_vertically
-0.0670166, 0.0771484, 0.735352, 0, 0, 0, 0, 0, -0.0669556, 0.0769653, 0.734863, 0, -0.0669556, 0.0769653, 0.734863, 0, down_vertically
-0.0670166, 0.0771484, 0.735352, 0, 0, 0, 0, 0, -0.0669556, 0.0769653, 0.734863, 0, -0.0669556, 0.0769653, 0.734863, 0, down_vertically
-0.0155334, 0.0310822, 0.627441, 0, 0.102966, 0.09198, 0.217285, 0, -0.0669556, -0.0149994, 0.517578, 0, 0.0359802, 0.0769653, 0.734863, 0, down_vertically
0.0360107, -0.0150299, 0.518555, 0, 0, 0, 0, 0, 0.0359802, -0.0149994, 0.517578, 0, 0.0359802, -0.0149994, 0.517578, 0, down_vertically
0.0360107, -0.0150299, 0.518555, 0, 0, 0, 0, 0, 0.0359802, -0.0149994, 0.517578, 0, 0.0359802, -0.0149994, 0.517578, 0, down_vertically
0.0931396, -0.0255585, 0.458984, 0, 0.189941, 0.0350037, 0.197754, 0, 0.0359802, -0.0499878, 0.319824, 0, 0.225952, -0.0149994, 0.517578, 0, down_vertically
0.226196, -0.0501099, 0.320313, 0, 0, 0, 0, 0, 0.225952, -0.0499878, 0.319824, 0, 0.225952, -0.0499878, 0.319824, 0, down_vertically
0.226196, -0.0501099, 0.320313, 0, 0, 0, 0, 0, 0.225952, -0.0499878, 0.319824, 0, 0.225952, -0.0499878, 0.319824, 0, down_vertically
0.229858, -0.0463867, 0.328857, 0, 0.0369873, 0.0369873, 0.0849609, 0, 0.225952, -0.0499878, 0.319824, 0, 0.262939, -0.0129929, 0.404785, 0, down_vertically
0.263428, -0.0130157, 0.405029, 0, 0, 0, 0, 0, 0.262939, -0.0129929, 0.404785, 0, 0.262939, -0.0129929, 0.404785, 0, down_vertically
0.263428, -0.0130157, 0.405029, 0, 0, 0, 0, 0, 0.262939, -0.0129929, 0.404785, 0, 0.262939, -0.0129929, 0.404785, 0, down_vertically
0.263428, -0.0130157, 0.405029, 0, 0, 0, 0, 0, 0.262939, -0.0129929, 0.404785, 0, 0.262939, -0.0129929, 0.404785, 0, down_vertically
0.191162, 0.0320435, 0.632324, 0, 0.0799561, 0.0499878, 0.251953, 0, 0.182983, -0.0129929, 0.404785, 0, 0.262939, 0.0369873, 0.656738, 0, down_vertically
0.183105, 0.0370789, 0.657227, 0, 0, 0, 0, 0, 0.182983, 0.0369873, 0.656738, 0, 0.182983, 0.0369873, 0.656738, 0, down_vertically
0.183105, 0.0370789, 0.657227, 0, 0, 0, 0, 0, 0.182983, 0.0369873, 0.656738, 0, 0.182983, 0.0369873, 0.656738, 0, down_vertically
0.112488, 0.0181274, 0.692871, 0, 0.101013, 0.0269928, 0.0498047, 0, 0.0819702, 0.00999451, 0.656738, 0, 0.182983, 0.0369873, 0.706543, 0, down_vertically
0.0820923, 0.0100098, 0.70752, 0, 0, 0, 0, 0, 0.0819702, 0.00999451, 0.706543, 0, 0.0819702, 0.00999451, 0.706543, 0, down_vertically
0.0820923, 0.0100098, 0.70752, 0, 0, 0, 0, 0, 0.0819702, 0.00999451, 0.706543, 0, 0.0819702, 0.00999451, 0.706543, 0, down_vertically
0.052063, -0.00250244, 0.725098, 0, 0.0599976, 0.0249939, 0.0351563, 0, 0.0219879, -0.0149994, 0.706543, 0, 0.0819702, 0.00999451, 0.741699, 0, down_vertically
0.0220032, -0.0150299, 0.742676, 0, 0, 0, 0, 0, 0.0219879, -0.0149994, 0.741699, 0, 0.0219879, -0.0149994, 0.741699, 0, down_vertically
0.0220032, -0.0150299, 0.742676, 0, 0, 0, 0, 0, 0.0219879, -0.0149994, 0.741699, 0, 0.0219879, -0.0149994, 0.741699, 0, down_vertically
0.000702381, 0.0219116, 0.852539, 0, 0.0709839, 0.122986, 0.364746, 0, -0.0489807, -0.0149994, 0.741699, 0, 0.0219879, 0.107971, 1.10645, 0, down_vertically
-0.0490723, 0.108093, 1.1084, 0, 0, 0, 0, 0, -0.0489807, 0.107971, 1.10645, 0, -0.0489807, 0.107971, 1.10645, 0, down_vertically
-0.0490723, 0.108093, 1.1084, 0, 0, 0, 0, 0, -0.0489807, 0.107971, 1.10645, 0, -0.0489807, 0.107971, 1.10645, 0, down_vertically
-0.0576782, 0.116394, 1.12109, 0, 0.0859375, 0.0829468, 0.134766, 0, -0.134888, 0.107971, 1.10645, 0, -0.0489807, 0.190918, 1.24121, 0, down_vertically
-0.13501, 0.191284, 1.24316, 0, 0, 0, 0, 0, -0.134888, 0.190918, 1.24121, 0, -0.134888, 0.190918, 1.24121, 0, down_vertically
-0.13501, 0.191284, 1.24316, 0, 0, 0, 0, 0, -0.134888, 0.190918, 1.24121, 0, -0.134888, 0.190918, 1.24121, 0, down_vertically
-0.13501, 0.191284, 1.24316, 0, 0, 0, 0, 0, -0.134888, 0.190918, 1.24121, 0, -0.134888, 0.190918, 1.24121, 0, down_vertically
-0.119934, 0.321777, 1.63281, 0, 0.0169067, 0.14502, 0.433594, 0, -0.134888, 0.190918, 1.24121, 0, -0.117981, 0.335938, 1.6748, 0, down_vertically
-0.118164, 0.336182, 1.67676, 0, 0, 0, 0, 0, -0.117981, 0.335938, 1.6748, 0, -0.117981, 0.335938, 1.6748, 0, down_vertically
-0.118164, 0.336182, 1.67676, 0, 0, 0, 0, 0, -0.117981, 0.335938, 1.6748, 0, -0.117981, 0.335938, 1.6748, 0, down_vertically
-0.168701, 0.168579, 1.4834, 0, 0.0719604, 0.239014, 0.276367, 0, -0.189941, 0.0969849, 1.39844, 0, -0.117981, 0.335938, 1.6748, 0, down_vertically
-0.190308, 0.097168, 1.39941, 0, 0, 0, 0, 0, -0.189941, 0.0969849, 1.39844, 0, -0.189941, 0.0969849, 1.39844, 0, down_vertically
-0.190308, 0.097168, 1.39941, 0, 0, 0, 0, 0, -0.189941, 0.0969849, 1.39844, 0, -0.189941, 0.0969849, 1.39844, 0, down_vertically
-0.191772, 0.0845337, 1.39648, 0, 0.00305176, 0.0250244, 0.00488281, 0, -0.192993, 0.0719604, 1.39355, 0, -0.189941, 0.0969849, 1.39844, 0, down_vertically
-0.193359, 0.0720215, 1.39453, 0, 0, 0, 0, 0, -0.192993, 0.0719604, 1.39355, 0, -0.192993, 0.0719604, 1.39355, 0, down_vertically
-0.193359, 0.0720215, 1.39453, 0, 0, 0, 0, 0, -0.192993, 0.0719604, 1.39355, 0, -0.192993, 0.0719604, 1.39355, 0, down_vertically
-0.174927, 0.0916748, 1.44141, 0, 0.0610352, 0.0650024, 0.151367, 0, -0.192993, 0.0719604, 1.39355, 0, -0.131958, 0.136963, 1.54492, 0, down_vertically
-0.13208, 0.137085, 1.54883, 0, 0, 0, 0, 0, -0.131958, 0.136963, 1.54492, 0, -0.131958, 0.136963, 1.54492, 0, down_vertically
