41.358, -678.808, -807.335, 967.935;
24.156, -592.005, -918.904, 967.917;
-12.810, -536.129, -826.977, 968.095;
-63.989, -526.003, -729.499, 968.003;
49.959, -488.610, -824.598, 967.974;
25.925, -399.428, -862.967, 967.461;
44.164, -270.962, -904.142, 967.461;
-32.025, -144.936, -922.808, 967.536;
7.442, -47.214, -1033.462, 967.669;
-33.245, -2.806, -1020.347, 967.289;
-45.628, 59.658, -1110.993, 967.591;
130.235, 933.788, -323.361, 967.725;
101.870, 953.979, -282.125, 967.983;
171.288, 993.751, -122.000, 967.983;
119.194, 924.394, -219.295, 967.470;
107.787, 957.639, -216.733, 967.889;
160.369, 983.808, -298.046, 967.916;
123.708, 1044.015, -145.729, 967.954;
91.500, 1021.262, -186.843, 967.604;
155.550, 946.842, -234.057, 967.696;
83.143, 1003.999, -183.366, 967.696;
167.079, 1044.747, -194.590, 967.625;
-5.673, 1001.437, -79.910, 967.371;
78.446, 1028.765, -35.380, 967.314;
25.498, 1052.860, 10.858, 967.602;
80.398, 1037.854, 22.509, 967.836;
86.193, 1068.476, 58.682, 967.254;
97.234, 965.935, 236.497, 967.254;
43.249, 928.359, 374.845, 967.999;
16.653, 891.149, 508.252, 967.304;
25.315, 751.703, 633.790, 967.750;
143.045, 543.388, 824.415, 967.323;
141.520, 487.268, 871.751, 967.365;
27.633, 521.794, 918.416, 967.607;
3.904, 436.699, 924.943, 967.975;
163.114, 458.537, 815.082, 967.975;
134.200, 542.412, 938.485, 967.850;
152.256, 473.726, 907.314, 967.376;
177.449, 378.444, 983.747, 967.552;
149.328, 141.032, 925.370, 967.723;
207.949, 106.750, 957.029, 967.514;
101.748, -88.084, 1008.879, 967.759;
43.981, -197.579, 1001.681, 967.826;
78.263, -302.621, 925.919, 968.214;
33.184, -348.493, 923.784, 967.315;
185.257, -334.097, 977.281, 967.720;
25.559, -386.374, 958.371, 967.766;
-16.592, -477.203, 885.171, 967.766;
-3.660, -596.885, 804.956, 968.075;
94.001, -758.718, 654.530, 967.722;
158.173, -800.503, 605.547, 967.603;
101.443, -1016.077, 272.121, 967.647;
86.681, -988.200, 323.727, 968.062;
74.420, -918.721, 361.425, 967.461;
52.094, -963.373, 304.268, 968.431;
100.833, -1013.759, 192.577, 967.220;
51.972, -954.284, 168.177, 967.510;
143.289, -874.862, 19.642, 967.510;
252.906, -969.900, -230.580, 967.183;
279.136, -874.069, -391.864, 967.997;
249.612, -823.927, -512.949, 967.366;
290.299, -612.562, -734.196, 967.296;
229.055, -592.310, -824.110, 967.697;
213.927, -544.425, -803.736, 967.785;
197.701, -490.806, -791.414, 967.824;
218.441, -393.938, -829.600, 967.833;
182.085, -288.652, -920.307, 967.845;
175.070, -141.520, -977.159, 967.524;
165.615, 41.480, -1001.742, 967.524;
188.429, 187.270, -960.262, 966.700;
145.424, 280.112, -956.785, 967.336;
105.713, 472.628, -907.131, 967.922;
117.364, 503.921, -859.734, 967.302;
82.838, 524.661, -786.412, 967.302;
60.512, 546.499, -770.247, 967.277;
69.479, 600.850, -776.591, 967.744;
26.291, 688.568, -724.985, 967.491;
33.733, 808.433, -616.832, 967.500;
0.610, 882.670, -472.079, 967.591;
11.773, 923.052, -443.470, 967.591;
5.246, 970.754, -290.055, 967.275;
46.299, 997.350, -65.819, 967.750;
27.084, 1052.250, -52.338, 967.948;
15.738, 1031.876, 32.757, 967.763;
63.074, 1030.778, 15.738, 967.763;
35.258, 996.618, -4.148, 967.769;
11.773, 1002.596, 3.355, 967.712;
23.851, 973.682, -15.006, 967.954;
49.105, 1013.454, -19.642, 967.819;
6.893, 1036.817, -15.311, 967.837;
10.980, 1026.203, -60.146, 967.837;
18.422, -851.011, 600.667, 967.610;
-32.879, -783.301, 660.447, 967.646;
-122.915, -794.586, 579.195, 967.646;
-174.338, -775.066, 646.173, 967.759;
-206.180, -767.563, 661.606, 967.664;
-67.161, -797.331, 584.441, 967.096;
6.649, -611.220, 799.893, 967.438;
-21.411, -724.314, 718.031, 967.722;
149.145, -445.544, 640.683, 967.722;
-212.707, -92.598, 1323.517, 967.101;
-14.030, 349.469, 952.454, 967.854;
-16.226, 451.522, 923.418, 967.627;
-37.393, 583.648, 820.511, 967.959;
-16.226, 673.501, 729.987, 967.959;
-0.854, 755.485, 647.576, 967.203;
7.991, 897.432, 540.338, 967.787;
22.631, 947.940, 433.222, 967.891;
6.405, 966.057, 357.033, 967.216;
10.553, 1023.153, 245.647, 967.793;
-20.374, 1023.824, 205.326, 967.727;
17.263, 669.231, -689.971, 967.894;
44.469, 672.647, -724.924, 967.963;
45.872, 609.939, -796.782, 967.963;
33.367, 547.475, -929.335, 967.552;
103.578, 469.639, -931.836, 967.805;
71.675, 334.524, -858.941, 967.345;
43.554, 134.139, -992.104, 967.428;
44.286, 74.237, -968.924, 967.025;
39.223, 42.822, -1009.306, 967.025;
28.060, -0.915, -986.248, 967.613;
-1.403, -364.780, -911.096, 967.861;
-8.174, -308.172, -1000.034, 967.908;
6.466, -287.676, -891.210, 967.480;
29.036, -311.710, -995.093, 967.965;
-8.052, -338.489, -883.158, 967.699;
0.915, -384.483, -944.707, 967.699;
-7.564, -382.409, -932.934, 967.206;
-23.241, -408.273, -908.656, 967.648;
-21.716, -427.610, -876.082, 967.866;
-32.086, -432.429, -876.936, 968.002;
-48.251, -663.558, -792.817, 968.003;
-45.445, -757.864, -704.733, 967.463;
-3.294, -811.239, -495.686, 967.349;
6.649, -868.091, -269.315, 967.077;
3.233, -974.780, -337.879, 967.077;
26.657, -1006.866, -236.436, 966.727;
24.949, -1004.792, -176.107, 966.911;
24.705, -984.052, 48.007, 967.440;
13.298, -988.627, 121.939, 967.913;
17.995, -938.668, 257.847, 967.738;
38.064, -953.796, 287.859, 967.964;
41.053, -910.181, 397.354, 967.964;
36.783, -893.711, 464.088, 967.610;
43.127, -832.650, 552.843, 967.925;
58.072, -827.831, 525.881, 967.345;
55.876, -768.783, 608.292, 967.455;
46.665, -567.239, 784.338, 967.468;
-10.248, -467.504, 948.550, 967.468;
2.623, -343.430, 955.138, 967.025;
7.991, -308.538, 959.957, 967.667;
-4.209, 0.854, 951.722, 999.419;
-3.294, 6.161, 1015.589, 999.446;
-3.477, 8.235, 1015.162, 999.422;
-2.501, 5.551, 1014.369, 999.419;
-3.538, 7.686, 1015.650, 999.427;
-3.355, 7.259, 1015.711, 999.427;
-3.050, 5.612, 1016.077, 999.448;
-2.684, 4.697, 1013.942, 999.383;
-2.928, 3.965, 1014.979, 999.390;
-2.501, 5.429, 1015.955, 999.386;
22.204, 153.415, 956.236, 970.796;
0.549, 93.635, 1023.519, 970.796;
-77.165, 79.788, 921.649, 999.370;
-123.464, 113.826, 884.927, 969.697;
-159.515, 83.082, 877.363, 988.956;
-160.064, 56.547, 913.048, 999.362;
-210.267, 69.296, 954.894, 999.362;
-182.573, 105.774, 979.965, 999.355;
-162.382, 120.658, 957.822, 999.377;
-162.565, 161.833, 949.831, 999.341;
-322.507, 349.469, 867.786, 967.745;
-300.120, 403.820, 758.230, 967.006;
-319.274, 423.889, 732.915, 967.006;
-412.665, 411.994, 749.934, 999.323;
-484.096, 370.758, 772.565, 999.344;
-480.802, 361.059, 811.117, 999.328;
-498.309, 348.005, 817.583, 999.346;
-480.131, 351.116, 820.145, 999.346;
-490.989, 359.778, 803.797, 999.348;
-483.547, 364.780, 803.614, 999.363;
-303.658, 83.936, 882.487, 999.366;
-306.586, -53.314, 1092.632, 968.885;
-229.177, -106.262, 1015.650, 999.330;
-179.340, -92.110, 931.470, 999.365;
-254.553, -36.783, 947.879, 999.365;
-190.503, -66.124, 1021.628, 999.358;
-154.086, -90.402, 1018.578, 999.398;
-79.544, -74.176, 1018.395, 999.408;
-10.492, -3.904, 1000.766, 999.406;
-27.023, 39.650, 999.851, 999.406;
58.438, -4.087, 1087.569, 968.480;
144.814, -31.781, 1135.027, 999.440;
156.526, -84.180, 1086.166, 999.440;
133.041, -53.192, 951.478, 999.428;
156.831, -63.562, 970.449, 999.423;
143.899, -75.457, 1034.011, 999.475;
122.671, -86.742, 1085.312, 999.432;
136.640, -56.669, 1087.935, 999.432;
134.139, -115.778, 1032.974, 999.464;
130.296, -22.509, 1103.063, 999.484;
124.623, 45.628, 1044.442, 999.447;
129.625, 55.144, 1030.900, 999.463;
131.272, 99.674, 1083.177, 999.487;
155.367, 91.134, 1095.804, 999.487;
142.862, 97.417, 992.043, 999.485;
132.065, 112.545, 979.416, 999.469;
132.797, 132.553, 1000.278, 999.490;
149.023, 165.981, 990.640, 999.487;
139.934, 194.102, 1005.097, 999.487;
147.437, 181.963, 997.289, 999.473;
124.318, -52.460, -1108.614, 999.511;
27.206, -25.498, -1017.846, 999.504;
39.650, -75.274, -1039.867, 999.509;
43.310, -66.063, -1122.949, 999.484;
-22.509, -14.152, -1069.147, 999.472;
-82.167, -0.915, -1108.675, 999.472;
-56.059, -29.524, -1065.487, 999.466;
-144.082, -12.383, -1032.486, 999.502;
-128.283, -0.488, -1054.934, 999.424;
-61.671, -2.806, -1116.605, 999.474;
428.525, -78.934, -671.061, 999.336;
496.174, -95.587, -678.137, 999.345;
552.050, -106.079, -647.637, 999.358;
624.823, -155.123, -684.786, 999.358;
580.415, -157.624, -729.804, 999.345;
613.172, -198.250, -684.115, 999.346;
654.286, -238.327, -779.946, 999.352;
660.813, -231.251, -653.066, 999.323;
646.478, -248.697, -670.268, 999.323;
603.473, -296.399, -628.666, 999.352;
85.766, -106.079, -982.588, 999.334;
77.836, -124.745, -971.486, 999.334;
103.273, -97.051, -941.962, 999.308;
80.154, -118.584, -983.259, 999.350;
84.424, -126.209, -995.886, 999.316;
74.298, -98.393, -984.052, 999.328;
84.607, -63.379, -978.318, 999.328;
110.227, -76.616, -985.455, 999.341;
96.075, -87.291, -991.372, 999.302;
92.110, -87.291, -978.623, 999.326;
-918.965, -53.009, -297.802, 999.347;
-875.777, -71.248, -279.746, 999.386;
-858.880, -84.790, -282.064, 999.340;
-861.137, -84.912, -281.393, 999.340;
-870.836, -106.567, -298.412, 999.373;
-881.572, -51.301, -272.304, 999.353;
-917.440, -56.669, -284.687, 999.331;
-925.065, -59.841, -254.980, 999.367;
-917.196, -75.884, -197.701, 999.367;
-936.228, -87.108, -265.228, 999.364;
-990.701, -63.806, -164.883, 1000.022;
-1049.810, -82.350, -90.951, 1000.022;
-1033.401, -65.392, -78.446, 1000.412;
-1027.423, -66.612, -89.182, 1000.569;
-1004.975, -68.625, -98.942, 999.436;
-1003.633, -69.357, -83.692, 999.408;
-943.548, -67.100, -90.585, 999.408;
-916.891, -70.333, -93.635, 999.410;
-951.722, -45.018, -139.385, 999.399;
-1039.989, -39.955, -156.221, 999.423;
694.668, -20.191, 744.932, 999.439;
784.155, -21.228, 678.808, 999.435;
957.212, -4.880, 680.577, 999.433;
853.939, 39.894, 580.232, 999.450;
889.990, -11.407, 568.642, 999.450;
955.565, -15.372, 447.557, 999.469;
966.301, -14.579, 324.459, 999.453;
990.945, -12.749, 224.480, 999.401;
939.278, -7.747, 210.206, 999.417;
935.557, -1.952, 146.217, 999.417;
970.754, -8.357, 72.834, 999.434;
1028.155, -30.683, 108.153, 999.439;
1018.334, -13.664, 65.209, 999.418;
1059.509, -16.531, 114.070, 999.436;
1089.155, -7.015, 139.019, 999.436;
1087.386, -13.298, 178.913, 999.420;
1060.302, -34.282, 176.351, 999.432;
976.976, -18.178, 181.170, 999.419;
939.339, -29.219, 181.048, 999.400;
928.359, -16.897, 173.362, 999.400;
917.074, 22.265, 163.907, 999.408;
942.938, 23.851, 187.697, 999.395;
981.490, 29.707, 209.901, 999.409;
960.323, 51.179, 240.950, 999.409;
1019.493, 42.883, 263.886, 999.417;
991.921, 43.676, 296.155, 999.433;
977.952, 39.833, 308.843, 999.409;
963.617, 32.452, 319.945, 999.416;
949.404, 32.757, 337.574, 999.416;
931.897, 48.800, 323.788, 999.401;
909.327, 34.648, 302.682, 999.365;
892.430, 23.119, 311.771, 999.364;
920.185, 15.189, 351.482, 999.333;
864.370, -15.677, 325.923, 999.376;
901.275, -26.840, 349.591, 999.376;
885.964, -56.303, 375.882, 999.370;
887.611, -59.292, 383.812, 999.356;
886.086, -81.801, 386.130, 999.361;
907.985, -78.995, 405.894, 999.380;
895.785, -56.486, 423.828, 999.380;
-382.409, -928.603, 263.215, 999.390;
-282.918, -922.625, 260.104, 999.360;
-247.538, -857.904, 291.763, 999.360;
-286.822, -902.800, 209.291, 999.362;
-255.163, -908.534, 130.052, 999.377;
-298.473, -984.479, 79.971, 999.350;
-181.902, -962.397, 78.751, 999.329;
-186.233, -1047.004, 44.164, 999.329;
-150.548, -958.005, 55.876, 999.364;
-138.531, -936.411, 37.515, 999.385;
-105.164, -1098.793, -46.726, 999.386;
-69.540, -1012.356, -32.147, 999.395;
-29.280, -977.525, -7.747, 999.380;
-46.238, -942.816, -9.089, 999.403;
-56.974, -961.726, -17.507, 999.374;
-83.631, -986.675, -17.507, 999.374;
-14.335, -1020.164, -3.843, 999.420;
-12.810, -1035.170, 14.091, 999.391;
-12.932, -1094.767, 7.686, 999.390;
19.581, -1054.995, 19.459, 999.416;
91.927, -1005.036, 65.575, 999.426;
97.783, -1041.697, 51.118, 999.418;
167.140, -1015.284, 85.339, 999.425;
164.456, -951.722, 92.781, 999.430;
115.900, -996.313, 7.869, 999.430;
103.029, -974.963, -35.197, 999.406;
85.156, -1010.099, -54.473, 999.375;
77.348, -1042.551, -48.617, 999.417;
106.628, -1013.271, -19.642, 999.417;
139.019, -998.204, -24.888, 999.417;
120.048, -1026.569, -51.545, 999.440;
158.173, -1015.467, -13.725, 999.417;
175.558, -1031.632, 21.350, 999.417;
144.692, -1044.564, 42.578, 999.423;
172.935, -1003.145, 5.368, 999.446;
164.273, -974.963, 6.954, 999.431;
189.344, -992.470, 13.969, 999.426;
175.192, -1023.092, 13.420, 999.426;
192.882, -1017.053, 38.674, 999.424;
244.549, -1001.132, 72.529, 999.463;
176.229, 1027.484, 261.873, 999.422;
157.014, 1120.448, 157.075, 999.400;
74.603, 1105.198, 28.365, 999.440;
149.206, 1069.147, -9.394, 999.440;
114.192, 1082.628, -34.709, 999.407;
186.660, 968.558, -122.488, 999.414;
195.871, 1014.003, -120.414, 999.455;
130.357, 932.812, -70.272, 999.441;
89.365, 1058.899, -129.686, 999.441;
95.160, 986.309, -178.120, 999.413;
-5.551, 968.802, -100.894, 999.392;
-48.495, 914.085, -74.969, 999.397;
-84.485, 950.929, -56.608, 999.397;
-125.843, 1039.562, -10.187, 999.400;
-179.096, 1115.141, 6.405, 999.416;
-132.675, 1060.424, 0.976, 999.387;
-106.933, 975.085, -17.324, 999.373;
-156.831, 922.320, -55.388, 999.373;
-221.369, 907.009, -63.257, 999.384;
-190.320, 941.596, -51.484, 999.406;
-162.077, 968.497, -43.005, 999.406;
-126.392, 949.526, -19.032, 999.388;
-190.625, 1046.150, -17.507, 999.355;
-177.022, 1022.299, -8.540, 999.355;
-194.895, 995.276, 24.766, 999.392;
-244.976, 1004.731, 43.615, 999.385;
-241.926, 965.935, 40.138, 999.381;
-235.216, 940.132, 69.662, 999.362;
-244.183, 923.540, 81.740, 999.362;
-253.638, 927.627, 107.909, 999.381;
-352.763, 926.041, -21.472, 999.358;
-355.020, 918.416, -7.442, 999.391;
-382.104, 939.888, -20.862, 999.391;
-404.857, 915.183, -34.953, 999.380;
-396.073, 899.689, -32.818, 999.368;
-362.767, 922.015, -42.822, 999.376;
-380.335, 926.407, -67.039, 999.377;
-396.012, 921.039, -91.866, 999.377;
-376.065, 907.009, -100.406, 999.366;
-416.264, 916.464, -104.371, 999.361;
-410.530, 885.171, -208.437, 999.377;
-409.737, 894.992, -201.788, 999.369;
-398.574, 886.330, -196.847, 999.376;
-410.164, 895.236, -198.128, 999.363;
-398.513, 893.955, -191.357, 999.363;
-396.866, 896.639, -191.906, 999.383;
-398.757, 894.260, -198.921, 999.341;
-402.295, 894.931, -203.130, 999.349;
-399.123, 890.966, -205.753, 999.360;
-398.696, 889.563, -204.289, 999.360;
-238.510, -965.996, 157.929, 999.341;
-266.143, -985.089, 155.367, 999.326;
-212.829, -955.992, 156.282, 999.382;
-258.640, -971.059, 136.030, 999.365;
-238.144, -984.540, 129.381, 999.365;
-228.689, -985.577, 116.754, 999.354;
-241.987, -977.647, 112.362, 999.335;
-241.804, -976.671, 115.961, 999.351;
-234.484, -977.342, 117.303, 999.372;
-245.769, -974.719, 107.421, 999.372;
-279.807, -883.280, -7.625, 999.353;
-241.560, -867.908, 5.124, 999.374;
-197.091, -829.173, -13.420, 999.370;
-68.930, -857.050, -16.165, 999.364;
-16.592, -890.600, 1.586, 999.364;
292.373, -982.100, 94.184, 999.345;
273.890, -985.577, 216.611, 999.374;
141.276, -900.665, 365.817, 999.393;
34.282, -685.213, 645.197, 999.397;
284.931, -405.101, 867.298, 999.397;
-7.503, -3.050, 1016.016, 999.436;
-6.649, -4.636, 1014.979, 999.468;
-14.884, -8.418, 1016.138, 999.437;
1.037, 1.159, 1012.783, 999.445;
-7.625, 0.915, 1017.236, 999.445;
-9.394, -2.745, 1014.491, 999.482;
-5.856, 12.505, 1016.138, 999.430;
-5.551, 16.348, 1015.345, 999.442;
-5.612, 16.958, 1014.979, 999.468;
-6.039, 17.080, 1015.162, 999.468;
-105.652, 12.566, 949.648, 999.434;
-133.285, 10.187, 1056.459, 999.435;
-110.044, -24.400, 1063.596, 999.434;
-129.930, -66.673, 1008.086, 999.457;
-111.691, -171.837, 985.943, 999.456;
-107.848, -255.407, 998.692, 999.456;
-90.707, -382.531, 929.945, 999.452;
-98.210, -466.650, 885.293, 999.424;
-128.283, -557.662, 826.550, 999.409;
-146.156, -604.998, 787.327, 999.422;
-179.035, -881.145, 430.355, 999.446;
-67.649, -915.915, 443.226, 999.430;
-93.452, -871.995, 502.823, 999.430;
-139.385, -945.378, 362.950, 999.421;
-126.575, -941.230, 348.798, 999.394;
-113.643, -965.264, 284.260, 999.398;
-83.875, -964.227, 58.255, 999.416;
-89.121, -930.433, -8.784, 999.416;
-93.635, -965.020, -51.972, 999.415;
-43.920, -919.026, -157.075, 999.416;
-17.934, -578.524, -910.303, 999.423;
-106.811, -505.629, -985.516, 999.441;
-99.064, -405.101, -824.842, 999.399;
-42.700, -458.537, -898.652, 999.399;
-36.356, -434.747, -856.440, 999.415;
-45.323, -344.589, -833.199, 999.409;
-110.776, -239.486, -907.192, 999.423;
-158.966, -46.848, -929.762, 999.463;
-170.373, 60.390, -980.697, 999.463;
-288.469, 203.130, -1057.191, 999.413;
-246.745, 478.728, -796.538, 999.450;
-247.477, 558.272, -798.490, 999.450;
-277.672, 641.964, -803.797, 999.437;
-247.294, 646.417, -700.036, 999.439;
-244.610, 632.875, -745.969, 999.444;
-284.748, 702.842, -622.017, 999.447;
-235.826, 711.260, -752.862, 999.447;
-195.810, 695.766, -642.513, 999.432;
-109.007, 686.128, -625.738, 999.425;
-153.659, 730.109, -654.652, 999.470;
68.076, 996.740, -133.651, 999.436;
61.549, 970.083, -130.784, 999.447;
143.716, 1092.022, -130.723, 999.447;
64.721, 1015.467, -33.367, 999.451;
58.011, 1043.954, 76.494, 999.426;
1.525, 1013.454, 112.728, 999.437;
-9.943, 979.660, 170.617, 999.432;
-25.925, 983.076, 274.683, 999.432;
-57.096, 913.963, 271.084, 999.422;
-2.867, 941.657, 357.887, 999.449;
-360.144, 65.880, 954.711, 999.399;
-444.568, -27.938, 880.474, 999.414;
-312.930, -8.235, 983.015, 999.398;
-381.921, -2.745, 983.686, 999.407;
-410.164, -108.824, 855.952, 999.428;
-429.867, -101.748, 912.438, 999.428;
-526.064, -92.232, 944.829, 999.435;
-445.605, -277.733, 893.772, 999.417;
-300.425, -284.992, 896.883, 999.410;
-281.393, -393.084, 929.640, 999.443;
-116.022, -638.182, 786.595, 999.401;
-41.907, -611.952, 846.192, 999.411;
-123.098, -621.407, 808.006, 999.411;
-124.135, -668.499, 777.506, 999.392;
-141.398, -671.000, 748.043, 999.392;
-101.077, -727.120, 711.565, 999.396;
-126.636, -737.551, 665.449, 999.436;
-117.547, -808.860, 592.615, 999.409;
-92.415, -851.255, 508.435, 999.404;
-94.550, -932.568, 397.842, 999.404;
-110.105, -1013.637, 1.952, 999.416;
-55.388, -1033.828, 1.647, 999.426;
-109.434, -985.394, -5.612, 999.456;
-101.260, -1019.249, -19.825, 999.456;
-80.703, -1017.846, -18.483, 999.437;
-105.591, -1007.415, -25.803, 999.448;
-70.882, -1007.171, -19.093, 999.418;
-124.867, -998.753, -40.443, 999.418;
-61.244, -991.067, -37.332, 999.418;
-77.409, -1037.793, -70.028, 999.420;
492.514, -869.250, 43.554, 999.446;
490.928, -842.776, 25.620, 999.446;
547.902, -822.341, 19.032, 999.421;
579.744, -807.091, -57.706, 999.420;
